level,model_id,model_name,model_class,input_features,prediction_granularity,validation_method,MAE,RMSE,WAPE,WAPE_pct,window_WAPE_mean,window_WAPE_std,actual_sum,prediction_sum,n_units,runtime_seconds,running_complexity,interpretability,paper_writeability,advantages,disadvantages,suitable_for_paper,leakage_risk
product_via_store_product,lag_ridge,滞后滚动特征岭回归,特征工程模型,lag1/7/14、rolling3/7/14、近14日非零率、星期、月份、门店/商品/类别固定效应,先门店-商品预测，再汇总到商品,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,46.21870093992134,56.24096183193326,0.4362312500228536,43.62312500228536,0.4391630042382034,0.12177307378343566,6357.0,7926.821007298891,60,2.924865599999521,中：需要递推构造未来7天特征,中,中,兼顾近期水平、星期周期和对象差异，仍是线性可解释模型,特征构造比原方案复杂，递推预测会累积误差,是,低，已先shift再rolling并递推预测
product_via_store_product,calendar_ridge,日历固定效应岭回归,可解释统计模型,星期、月份、周末/休息日/节假日、门店/商品/类别固定效应,先门店-商品预测，再汇总到商品,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,47.16263585739852,59.75464341865244,0.4451404988900285,44.51404988900285,0.44602669503298537,0.08478980679576656,6357.0,7594.86336886423,60,0.8273245999998835,中低：线性模型加哑变量,中高,中高,可解释日历规律和不同对象的平均差异，不依赖未来销量,不能充分利用近期销量水平变化,是,低
store,seasonal_naive_7,上周同日朴素预测,简单baseline,目标日前7天同星期销量,门店层面直接预测,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,40.17142857142857,55.014803202670564,0.2211735095170678,22.11735095170678,0.2192796369454686,0.06232632783941408,6357.0,6063.0,35,0.06845500000054017,低：查找上周同日,高,高,直接利用星期周期，适合短期零售销量,对促销、异常高销量和趋势变化敏感,是,低
store,stage2_best,原问题一最优模型,原方案,历史正向销量；门店层为7日移动平均，商品和门店-商品层为简单指数平滑,门店层面直接预测,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,40.17142857142857,55.014803202670564,0.2211735095170678,22.11735095170678,0.2192796369454686,0.062326327839414095,6357.0,6063.0,35,0.06611430000020846,低：每个序列只需最近历史值和平滑递推,高,高,与阶段2方案一致，公式简单，容易复现,不能显式利用星期、月份、序列间共性或低销量平滑,是,低
store,historical_mean_28,近28日历史均值,简单baseline,目标日前28天正向销量均值,门店层面直接预测,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,41.57142857142857,59.848469368182556,0.2288815478999528,22.88815478999528,0.2244795548999612,0.07404873236820582,6357.0,5556.0,35,0.06165210000017396,低：窗口均值,高,高,最朴素参照，能检验复杂模型是否有必要,忽略星期效应和近期结构变化,是,低
store,lag_random_forest,滞后滚动特征随机森林,机器学习模型,与滞后滚动特征岭回归相同,门店层面直接预测,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,43.149324536382316,57.58565423349333,0.23756903551571196,23.756903551571195,0.23873698962903206,0.07247674459102323,6357.0,6837.152498811314,35,1.2057427999993706,中高：多棵树集成，训练耗时更高,中低,中,能拟合非线性和变量交互，通常有更强拟合能力,解释成本高，样本较稀疏时可能不稳定,谨慎,低，已先shift再rolling并递推预测
store,lag_ridge,滞后滚动特征岭回归,特征工程模型,lag1/7/14、rolling3/7/14、近14日非零率、星期、月份、门店/商品/类别固定效应,门店层面直接预测,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,50.345197345988595,65.97977879226357,0.2771876525262861,27.718765252628607,0.27735243529231396,0.023060627841330113,6357.0,6852.930562370107,35,0.3091097000001355,中：需要递推构造未来7天特征,中,中,兼顾近期水平、星期周期和对象差异，仍是线性可解释模型,特征构造比原方案复杂，递推预测会累积误差,是,低，已先shift再rolling并递推预测
store,calendar_ridge,日历固定效应岭回归,可解释统计模型,星期、月份、周末/休息日/节假日、门店/商品/类别固定效应,门店层面直接预测,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,62.807977696767,75.49599511116398,0.3458045020271897,34.58045020271897,0.35032434974875726,0.0991794527702048,6357.0,7574.940697757071,35,0.08085010000058901,中低：线性模型加哑变量,中高,中高,可解释日历规律和不同对象的平均差异，不依赖未来销量,不能充分利用近期销量水平变化,是,低
store_product,stage2_best,原问题一最优模型,原方案,历史正向销量；门店层为7日移动平均，商品和门店-商品层为简单指数平滑,门店-商品层面直接预测,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,7.202895088803265,13.818535794831076,0.43056475283077567,43.05647528307757,0.43105250893870134,0.043454736477722494,6357.0,5982.614911854877,380,8.115207499999997,低：每个序列只需最近历史值和平滑递推,高,高,与阶段2方案一致，公式简单，容易复现,不能显式利用星期、月份、序列间共性或低销量平滑,是,低
store_product,historical_mean_28,近28日历史均值,简单baseline,目标日前28天正向销量均值,门店-商品层面直接预测,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,7.318421052631579,14.775735799649798,0.43747050495516754,43.74705049551675,0.4363573302982367,0.018804471419409628,6357.0,5556.0,380,0.912235000000237,低：窗口均值,高,高,最朴素参照，能检验复杂模型是否有必要,忽略星期效应和近期结构变化,是,低
store_product,seasonal_naive_7,上周同日朴素预测,简单baseline,目标日前7天同星期销量,门店-商品层面直接预测,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,7.631578947368421,13.699980791381078,0.45619002674217396,45.6190026742174,0.45871804939830413,0.06044187067714827,6357.0,6063.0,380,0.9917598999995789,低：查找上周同日,高,高,直接利用星期周期，适合短期零售销量,对促销、异常高销量和趋势变化敏感,是,低
store_product,lag_random_forest,滞后滚动特征随机森林,机器学习模型,与滞后滚动特征岭回归相同,门店-商品层面直接预测,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,8.96823355995283,14.685292081619531,0.5360907271955444,53.60907271955444,0.538054114348296,0.0846098856068761,6357.0,7728.231657737958,380,5.931068500000038,中高：多棵树集成，训练耗时更高,中低,中,能拟合非线性和变量交互，通常有更强拟合能力,解释成本高，样本较稀疏时可能不稳定,谨慎,低，已先shift再rolling并递推预测
store_product,lag_ridge,滞后滚动特征岭回归,特征工程模型,lag1/7/14、rolling3/7/14、近14日非零率、星期、月份、门店/商品/类别固定效应,门店-商品层面直接预测,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,11.166392650349822,16.95231593972971,0.6674892570603952,66.74892570603951,0.6708563534717871,0.07780543277434723,6357.0,7926.821007298891,380,2.924865599999521,中：需要递推构造未来7天特征,中,中,兼顾近期水平、星期周期和对象差异，仍是线性可解释模型,特征构造比原方案复杂，递推预测会累积误差,是,低，已先shift再rolling并递推预测
store_product,calendar_ridge,日历固定效应岭回归,可解释统计模型,星期、月份、周末/休息日/节假日、门店/商品/类别固定效应,门店-商品层面直接预测,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,12.820376626346512,19.68517970698673,0.76635883561612,76.63588356161199,0.7695129438902002,0.061363943045752746,6357.0,7594.863368864229,380,0.8273245999998835,中低：线性模型加哑变量,中高,中高,可解释日历规律和不同对象的平均差异，不依赖未来销量,不能充分利用近期销量水平变化,是,低
store_via_store_product,stage2_best,原问题一最优模型,原方案,历史正向销量；门店层为7日移动平均，商品和门店-商品层为简单指数平滑,先门店-商品预测，再汇总到门店,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,39.83945137633328,53.89367723538918,0.2193457288298985,21.93457288298985,0.21625487922429493,0.03989424922285192,6357.0,5982.614911854877,35,8.115207499999997,低：每个序列只需最近历史值和平滑递推,高,高,与阶段2方案一致，公式简单，容易复现,不能显式利用星期、月份、序列间共性或低销量平滑,是,低
store_via_store_product,seasonal_naive_7,上周同日朴素预测,简单baseline,目标日前7天同星期销量,先门店-商品预测，再汇总到门店,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,40.17142857142857,55.014803202670564,0.2211735095170678,22.11735095170678,0.2192796369454686,0.06232632783941408,6357.0,6063.0,35,0.9917598999995789,低：查找上周同日,高,高,直接利用星期周期，适合短期零售销量,对促销、异常高销量和趋势变化敏感,是,低
store_via_store_product,historical_mean_28,近28日历史均值,简单baseline,目标日前28天正向销量均值,先门店-商品预测，再汇总到门店,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,41.57142857142857,59.848469368182556,0.2288815478999528,22.88815478999528,0.2244795548999612,0.07404873236820582,6357.0,5556.0,35,0.912235000000237,低：窗口均值,高,高,最朴素参照，能检验复杂模型是否有必要,忽略星期效应和近期结构变化,是,低
store_via_store_product,lag_random_forest,滞后滚动特征随机森林,机器学习模型,与滞后滚动特征岭回归相同,先门店-商品预测，再汇总到门店,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,54.01282943566681,66.72660742406907,0.2973806874702436,29.73806874702436,0.3015745749702682,0.13734025150630325,6357.0,7728.231657737959,35,5.931068500000038,中高：多棵树集成，训练耗时更高,中低,中,能拟合非线性和变量交互，通常有更强拟合能力,解释成本高，样本较稀疏时可能不稳定,谨慎,低，已先shift再rolling并递推预测
store_via_store_product,lag_ridge,滞后滚动特征岭回归,特征工程模型,lag1/7/14、rolling3/7/14、近14日非零率、星期、月份、门店/商品/类别固定效应,先门店-商品预测，再汇总到门店,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,56.364838102496805,66.27264066456296,0.31033023967081774,31.033023967081775,0.3165341025388756,0.07945590571417978,6357.0,7926.821007298891,35,2.924865599999521,中：需要递推构造未来7天特征,中,中,兼顾近期水平、星期周期和对象差异，仍是线性可解释模型,特征构造比原方案复杂，递推预测会累积误差,是,低，已先shift再rolling并递推预测
store_via_store_product,calendar_ridge,日历固定效应岭回归,可解释统计模型,星期、月份、周末/休息日/节假日、门店/商品/类别固定效应,先门店-商品预测，再汇总到门店,5个7日窗口总销量验证；训练集只使用窗口开始日前历史；滞后特征递推预测,63.78316473497723,76.89874031618953,0.35117362997077284,35.11736299707729,0.3555629037512956,0.10007846960877118,6357.0,7594.8633688642285,35,0.8273245999998835,中低：线性模型加哑变量,中高,中高,可解释日历规律和不同对象的平均差异，不依赖未来销量,不能充分利用近期销量水平变化,是,低
